"st","ctyname","trct","trctname","blklatdd","blklondd","zcta"
"53","King County, WA                                                                                     ","53033012100","121 (King, WA)                                                                                      ",47.5055113,-122.3773969,"98146"
"53","King County, WA                                                                                     ","53033026300","263 (King, WA)                                                                                      ",47.5225315,-122.3073483,"98108"
"53","King County, WA                                                                                     ","53033026300","263 (King, WA)                                                                                      ",47.5244813,-122.3013227,"98108"
"53","King County, WA                                                                                     ","53033026300","263 (King, WA)                                                                                      ",47.5199293,-122.306066,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5199612,-122.3171832,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5204334,-122.3167146,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5201266,-122.3171111,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5204295,-122.3112307,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.519846,-122.3158088,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5216248,-122.3163671,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5224115,-122.3083602,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5219247,-122.3122336,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5173713,-122.3130618,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5170938,-122.3131605,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5181465,-122.3112339,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5195298,-122.3143058,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5215884,-122.3105521,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5213741,-122.3122187,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5196425,-122.3076987,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.520276,-122.3150205,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5194648,-122.3125747,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5176194,-122.3141959,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.517886,-122.3217948,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5178726,-122.315717,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5195293,-122.3173673,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5187109,-122.3167095,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5160458,-122.3186267,"98108"
"53","King County, WA                                                                                     ","53033026500","265 (King, WA)                                                                                      ",47.5128171,-122.3520292,"98146"
"53","King County, WA                                                                                     ","53033026500","265 (King, WA)                                                                                      ",47.5128505,-122.3496317,"98146"
"53","King County, WA                                                                                     ","53033026500","265 (King, WA)                                                                                      ",47.5127815,-122.3544998,"98146"
"53","King County, WA                                                                                     ","53033026500","265 (King, WA)                                                                                      ",47.512798,-122.3532661,"98146"
"53","King County, WA                                                                                     ","53033026500","265 (King, WA)                                                                                      ",47.5129043,-122.3457447,"98146"
"53","King County, WA                                                                                     ","53033026500","265 (King, WA)                                                                                      ",47.5128684,-122.3483038,"98146"
"53","King County, WA                                                                                     ","53033026500","265 (King, WA)                                                                                      ",47.5128849,-122.3470187,"98146"
"53","King County, WA                                                                                     ","53033026600","266 (King, WA)                                                                                      ",47.5139725,-122.3559764,"98146"
"53","King County, WA                                                                                     ","53033026600","266 (King, WA)                                                                                      ",47.5127828,-122.3556777,"98146"
"53","King County, WA                                                                                     ","53033026600","266 (King, WA)                                                                                      ",47.5127829,-122.3567941,"98146"
"53","King County, WA                                                                                     ","53033026600","266 (King, WA)                                                                                      ",47.5093094,-122.3557672,"98146"
"53","King County, WA                                                                                     ","53033026600","266 (King, WA)                                                                                      ",47.510955,-122.3556586,"98146"
"53","King County, WA                                                                                     ","53033026600","266 (King, WA)                                                                                      ",47.5102533,-122.3696406,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.5066075,-122.3668329,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.5063918,-122.3699643,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.5064122,-122.3688835,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.507736,-122.3695748,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.50749,-122.3677042,"98146"
"53","King County, WA                                                                                     ","53033026801","268.01 (King, WA)                                                                                   ",47.5110799,-122.3469691,"98146"
"53","King County, WA                                                                                     ","53033026801","268.01 (King, WA)                                                                                   ",47.5111107,-122.3456531,"98146"
"53","King County, WA                                                                                     ","53033026801","268.01 (King, WA)                                                                                   ",47.5110428,-122.3482636,"98146"
"53","King County, WA                                                                                     ","53033026801","268.01 (King, WA)                                                                                   ",47.5093019,-122.3544258,"98146"
"53","King County, WA                                                                                     ","53033026801","268.01 (King, WA)                                                                                   ",47.510054,-122.3512907,"98146"
"53","King County, WA                                                                                     ","53033026801","268.01 (King, WA)                                                                                   ",47.5109537,-122.3544732,"98146"
"53","King County, WA                                                                                     ","53033029307","293.07 (King, WA)                                                                                   ",47.4222845,-122.1496659,"98042"
"53","King County, WA                                                                                     ","53033010900","109 (King, WA)                                                                                      ",47.524559,-122.3002113,"98108"
"53","King County, WA                                                                                     ","53033010900","109 (King, WA)                                                                                      ",47.5297705,-122.296288,"98108"
"53","King County, WA                                                                                     ","53033026300","263 (King, WA)                                                                                      ",47.5249458,-122.3002895,"98108"
"53","King County, WA                                                                                     ","53033026300","263 (King, WA)                                                                                      ",47.5247834,-122.3008334,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5335667,-122.2924754,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5258942,-122.3285501,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5268834,-122.3266445,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.525389,-122.333129,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5260503,-122.3269023,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5287438,-122.3180385,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5285315,-122.3191818,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5268546,-122.324519,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5268896,-122.3248984,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5277342,-122.321558,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.527733,-122.3188771,"98108"
"53","King County, WA                                                                                     ","53033026300","263 (King, WA)                                                                                      ",47.5302042,-122.3070503,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5284932,-122.3142184,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5290633,-122.3160785,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5282109,-122.3162256,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5238099,-122.3331349,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5250278,-122.3311383,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5252005,-122.3269164,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5275956,-122.3166019,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5268846,-122.321573,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5260345,-122.3215883,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5268762,-122.3189057,"98108"
"53","King County, WA                                                                                     ","53033012000","120 (King, WA)                                                                                      ",47.5134867,-122.3899924,"98146"
"53","King County, WA                                                                                     ","53033026300","263 (King, WA)                                                                                      ",47.5286503,-122.312463,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5277009,-122.3139493,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5278984,-122.31472,"98108"
"53","King County, WA                                                                                     ","53033010900","109 (King, WA)                                                                                      ",47.5321555,-122.308143,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5283635,-122.3274279,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5274052,-122.3336435,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5301078,-122.3179439,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5301617,-122.3172711,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5299297,-122.320036,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5301512,-122.3191635,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5306107,-122.3170099,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5294058,-122.3215323,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5294186,-122.3242044,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5340959,-122.2915675,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5348233,-122.2926138,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.52647,-122.3327464,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5259427,-122.333853,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5296038,-122.3179185,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5293843,-122.3185923,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5293331,-122.3197381,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5277182,-122.3254775,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5285843,-122.3215438,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5296992,-122.3147534,"98108"
"53","King County, WA                                                                                     ","53033010900","109 (King, WA)                                                                                      ",47.5325694,-122.3118889,"98108"
"53","King County, WA                                                                                     ","53033010900","109 (King, WA)                                                                                      ",47.5374911,-122.3027445,"98108"
"53","King County, WA                                                                                     ","53033010900","109 (King, WA)                                                                                      ",47.5338784,-122.3140332,"98108"
"53","King County, WA                                                                                     ","53033010900","109 (King, WA)                                                                                      ",47.5370673,-122.3032206,"98108"
"53","King County, WA                                                                                     ","53033010900","109 (King, WA)                                                                                      ",47.5348345,-122.3132918,"98108"
"53","King County, WA                                                                                     ","53033010900","109 (King, WA)                                                                                      ",47.5338252,-122.3116147,"98108"
"53","King County, WA                                                                                     ","53033010900","109 (King, WA)                                                                                      ",47.5363302,-122.3144047,"98108"
"53","King County, WA                                                                                     ","53033010900","109 (King, WA)                                                                                      ",47.532956,-122.3164035,"98108"
"53","King County, WA                                                                                     ","53033010900","109 (King, WA)                                                                                      ",47.5342405,-122.3209695,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5388036,-122.2961034,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.537605,-122.3008261,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5380997,-122.2981222,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5383276,-122.300213,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5372462,-122.2937379,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5359118,-122.2939932,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5363215,-122.2923378,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5366282,-122.2919769,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5381633,-122.2951832,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5392237,-122.2966888,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5395416,-122.2935964,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5401304,-122.2908301,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5405163,-122.2909602,"98108"
"53","King County, WA                                                                                     ","53033011002","110.02 (King, WA)                                                                                   ",47.5392766,-122.2979224,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5316048,-122.3241677,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5308628,-122.3215164,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5316253,-122.3268401,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.533025,-122.3241523,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5337702,-122.3267878,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5343889,-122.323422,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.534658,-122.3227979,"98108"
"53","King County, WA                                                                                     ","53033031202","312.02 (King, WA)                                                                                   ",47.2813602,-122.1633103,"98092"
"53","King County, WA                                                                                     ","53033031000","310 (King, WA)                                                                                      ",47.2622355,-122.2133955,"98092"
"53","King County, WA                                                                                     ","53033031202","312.02 (King, WA)                                                                                   ",47.2745496,-122.1486299,"98092"
"53","King County, WA                                                                                     ","53033031301","313.01 (King, WA)                                                                                   ",47.197283,-122.0940625,"98022"
"53","King County, WA                                                                                     ","53033031202","312.02 (King, WA)                                                                                   ",47.2760239,-122.163667,"98092"
"53","King County, WA                                                                                     ","53033028902","289.02 (King, WA)                                                                                   ",47.3919136,-122.2916896,"98198"
"53","King County, WA                                                                                     ","53033028902","289.02 (King, WA)                                                                                   ",47.3929713,-122.2921071,"98198"
"53","King County, WA                                                                                     ","53033029001","290.01 (King, WA)                                                                                   ",47.3887085,-122.3175807,"98198"
"53","King County, WA                                                                                     ","53033029001","290.01 (King, WA)                                                                                   ",47.3877264,-122.3168299,"98198"
"53","King County, WA                                                                                     ","53033029001","290.01 (King, WA)                                                                                   ",47.3893496,-122.3170049,"98198"
"53","King County, WA                                                                                     ","53033029001","290.01 (King, WA)                                                                                   ",47.3858191,-122.3190196,"98198"
"53","King County, WA                                                                                     ","53033029001","290.01 (King, WA)                                                                                   ",47.3858211,-122.3216706,"98198"
"53","King County, WA                                                                                     ","53033029001","290.01 (King, WA)                                                                                   ",47.3858295,-122.3197231,"98198"
"53","King County, WA                                                                                     ","53033029001","290.01 (King, WA)                                                                                   ",47.3854038,-122.3252261,"98198"
"53","King County, WA                                                                                     ","53033029003","290.03 (King, WA)                                                                                   ",47.3913345,-122.2967703,"98198"
"53","King County, WA                                                                                     ","53033029003","290.03 (King, WA)                                                                                   ",47.3882758,-122.3124536,"98198"
"53","King County, WA                                                                                     ","53033029003","290.03 (King, WA)                                                                                   ",47.3903196,-122.3112063,"98198"
"53","King County, WA                                                                                     ","53033029003","290.03 (King, WA)                                                                                   ",47.3887379,-122.310159,"98198"
"53","King County, WA                                                                                     ","53033029003","290.03 (King, WA)                                                                                   ",47.3889415,-122.3032976,"98198"
"53","King County, WA                                                                                     ","53033029003","290.03 (King, WA)                                                                                   ",47.3910597,-122.298342,"98198"
"53","King County, WA                                                                                     ","53033029003","290.03 (King, WA)                                                                                   ",47.3927631,-122.2996699,"98198"
"53","King County, WA                                                                                     ","53033029003","290.03 (King, WA)                                                                                   ",47.3928411,-122.2983325,"98198"
"53","King County, WA                                                                                     ","53033029003","290.03 (King, WA)                                                                                   ",47.3910475,-122.3012886,"98198"
"53","King County, WA                                                                                     ","53033029003","290.03 (King, WA)                                                                                   ",47.3910946,-122.2997942,"98198"
"53","King County, WA                                                                                     ","53033027701","277.01 (King, WA)                                                                                   ",47.4170891,-122.5085179,"98070"
"53","King County, WA                                                                                     ","53033027701","277.01 (King, WA)                                                                                   ",47.4103321,-122.5085128,"98070"
"53","King County, WA                                                                                     ","53033027702","277.02 (King, WA)                                                                                   ",47.4004056,-122.5022022,"98070"
"53","King County, WA                                                                                     ","53033027702","277.02 (King, WA)                                                                                   ",47.3927281,-122.4979538,"98070"
"53","King County, WA                                                                                     ","53033027702","277.02 (King, WA)                                                                                   ",47.4024488,-122.5020505,"98070"
"53","King County, WA                                                                                     ","53033027702","277.02 (King, WA)                                                                                   ",47.3854631,-122.4981644,"98070"
"53","King County, WA                                                                                     ","53033027702","277.02 (King, WA)                                                                                   ",47.397331,-122.5280752,"98070"
"53","King County, WA                                                                                     ","53033027702","277.02 (King, WA)                                                                                   ",47.3945833,-122.5255544,"98070"
"53","King County, WA                                                                                     ","53033027702","277.02 (King, WA)                                                                                   ",47.4021986,-122.5231247,"98070"
"53","King County, WA                                                                                     ","53033027702","277.02 (King, WA)                                                                                   ",47.3928742,-122.5191823,"98070"
"53","King County, WA                                                                                     ","53033027702","277.02 (King, WA)                                                                                   ",47.3745172,-122.5186135,"98070"
"53","King County, WA                                                                                     ","53033032005","320.05 (King, WA)                                                                                   ",47.3826277,-122.0833349,"98042"
"53","King County, WA                                                                                     ","53033029203","292.03 (King, WA)                                                                                   ",47.3800842,-122.2167567,"98030"
"53","King County, WA                                                                                     ","53033027702","277.02 (King, WA)                                                                                   ",47.3655159,-122.4451674,"98070"
"53","King County, WA                                                                                     ","53033027702","277.02 (King, WA)                                                                                   ",47.3782982,-122.3986798,"98070"
"53","King County, WA                                                                                     ","53033028902","289.02 (King, WA)                                                                                   ",47.3955657,-122.3089883,"98198"
"53","King County, WA                                                                                     ","53033028902","289.02 (King, WA)                                                                                   ",47.3957076,-122.307907,"98198"
"53","King County, WA                                                                                     ","53033028902","289.02 (King, WA)                                                                                   ",47.3954783,-122.3100369,"98198"
"53","King County, WA                                                                                     ","53033028902","289.02 (King, WA)                                                                                   ",47.3957628,-122.3126749,"98198"
"53","King County, WA                                                                                     ","53033028902","289.02 (King, WA)                                                                                   ",47.3933721,-122.3108645,"98198"
