"st","ctyname","trct","trctname","blklatdd","blklondd","zcta"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4635537,-122.3467436,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4609631,-122.355967,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4604715,-122.3525949,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4604121,-122.3533243,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4605152,-122.3506052,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4587999,-122.3505162,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4610895,-122.3572486,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4587824,-122.3531809,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4587738,-122.3545489,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4587917,-122.3518487,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4577223,-122.3565694,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4628781,-122.3572677,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4626119,-122.3557955,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4618277,-122.3598073,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4646228,-122.3536717,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4617959,-122.3585207,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4577657,-122.3592124,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4629628,-122.3529063,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4646216,-122.3474109,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4600519,-122.3598157,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4600031,-122.3584883,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4618236,-122.3506778,"98166"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.467435,-122.314187,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4698421,-122.3179573,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4667383,-122.3215166,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4664176,-122.3203597,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4689813,-122.3188642,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4691017,-122.315408,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4626297,-122.3279457,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4656382,-122.3289332,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4667615,-122.3291406,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4642001,-122.3315572,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4655597,-122.323993,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4664968,-122.3241201,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4648907,-122.3330753,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4664435,-122.332461,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4680719,-122.3305449,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4678179,-122.3331265,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4677763,-122.3279291,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4665824,-122.3230714,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4691145,-122.3217885,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4678542,-122.3250038,"98148"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5236932,-122.3301979,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5236733,-122.3312515,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5238435,-122.3289632,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.5243507,-122.3269301,"98108"
"53","King County, WA                                                                                     ","53033011200","112 (King, WA)                                                                                      ",47.52098,-122.3258168,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5195332,-122.3304019,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5159018,-122.3288123,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5200868,-122.3299709,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5180969,-122.3295844,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5175277,-122.3300999,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5166686,-122.3250135,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.518142,-122.32659,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5173556,-122.3293837,"98108"
"53","King County, WA                                                                                     ","53033026400","264 (King, WA)                                                                                      ",47.5179718,-122.3289074,"98108"
"53","King County, WA                                                                                     ","53033026500","265 (King, WA)                                                                                      ",47.5176884,-122.3315219,"98108"
"53","King County, WA                                                                                     ","53033026500","265 (King, WA)                                                                                      ",47.5145257,-122.3322853,"98108"
"53","King County, WA                                                                                     ","53033026500","265 (King, WA)                                                                                      ",47.5139046,-122.3324091,"98108"
"53","King County, WA                                                                                     ","53033012100","121 (King, WA)                                                                                      ",47.4968731,-122.3757877,"98146"
"53","King County, WA                                                                                     ","53033012100","121 (King, WA)                                                                                      ",47.5018899,-122.3741705,"98146"
"53","King County, WA                                                                                     ","53033012100","121 (King, WA)                                                                                      ",47.5004242,-122.3804268,"98146"
"53","King County, WA                                                                                     ","53033012100","121 (King, WA)                                                                                      ",47.5000848,-122.3776265,"98146"
"53","King County, WA                                                                                     ","53033012100","121 (King, WA)                                                                                      ",47.5012895,-122.3769089,"98146"
"53","King County, WA                                                                                     ","53033012100","121 (King, WA)                                                                                      ",47.4951087,-122.3777198,"98146"
"53","King County, WA                                                                                     ","53033012100","121 (King, WA)                                                                                      ",47.4967863,-122.3799842,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.490874,-122.3634434,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.4962149,-122.3638882,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.4997843,-122.3673812,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.4922878,-122.3649091,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.5018796,-122.3677477,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.5000648,-122.3645121,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.5018994,-122.3664482,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.5005378,-122.3665895,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.493729,-122.3647715,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.4964285,-122.367434,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.4903157,-122.3641053,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.4990026,-122.3722109,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.4896485,-122.3634763,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.4980469,-122.3716145,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.4997932,-122.3693512,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.5016261,-122.3692674,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.5000124,-122.3710097,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.5010881,-122.3708679,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.5008361,-122.3723091,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.4961634,-122.3700403,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.4894897,-122.3632136,"98146"
"53","King County, WA                                                                                     ","53033026700","267 (King, WA)                                                                                      ",47.4935148,-122.3694818,"98146"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4869293,-122.3611313,"98146"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4876356,-122.3589969,"98146"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4855895,-122.3584021,"98146"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4781195,-122.3557534,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4783512,-122.356624,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4787817,-122.3606008,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4772455,-122.3576304,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4772094,-122.3547949,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4833064,-122.3590323,"98146"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4731337,-122.3626191,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4725472,-122.3611804,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4760621,-122.3590911,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.464363,-122.368016,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4753653,-122.3566493,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.468075,-122.3614827,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4711868,-122.3642225,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4662051,-122.3677301,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.472661,-122.363933,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4691884,-122.3643157,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4677455,-122.3628111,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4705927,-122.3613776,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4709047,-122.3626524,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.468306,-122.3661578,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4678775,-122.3685102,"98166"
"53","King County, WA                                                                                     ","53033027600","276 (King, WA)                                                                                      ",47.4670927,-122.3659449,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4658594,-122.3612615,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4641066,-122.3612506,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4636955,-122.3619638,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4657531,-122.3626802,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4673961,-122.351295,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4669525,-122.3512774,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4689699,-122.3512695,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4680661,-122.3512802,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4698398,-122.3539819,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4703676,-122.3598074,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.470481,-122.3579972,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4640431,-122.35993,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4715878,-122.3538851,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4689375,-122.353992,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4658224,-122.3599007,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4709929,-122.3562149,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4680261,-122.3562856,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4680605,-122.3598687,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4658041,-122.3534987,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4680379,-122.3540042,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4671379,-122.3540165,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.468043,-122.3581015,"98166"
"53","King County, WA                                                                                     ","53033027701","277.01 (King, WA)                                                                                   ",47.4287844,-122.4707971,"98070"
"53","King County, WA                                                                                     ","53033027701","277.01 (King, WA)                                                                                   ",47.4259539,-122.4726726,"98070"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.452471,-122.3695247,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4527706,-122.371886,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4489335,-122.3647262,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4512826,-122.3768912,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.452004,-122.376322,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4511546,-122.3755904,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4505458,-122.3791887,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4510636,-122.3789376,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4533081,-122.3486946,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4512938,-122.3605833,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.451576,-122.3529856,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4515116,-122.3566372,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4514894,-122.3581969,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4546429,-122.3592489,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4551076,-122.3533083,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4555214,-122.3592161,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.455464,-122.3565891,"98166"
"53","King County, WA                                                                                     ","53033027800","278 (King, WA)                                                                                      ",47.4551031,-122.3546315,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4595967,-122.3394371,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4582507,-122.3440257,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4600795,-122.3350721,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4578051,-122.3444386,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4581404,-122.344333,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4546295,-122.3445575,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4574881,-122.3440918,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4607088,-122.3342506,"98148"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4578747,-122.3452419,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.456994,-122.3465865,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4569983,-122.3492414,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4569969,-122.3479043,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4569974,-122.3505795,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4569929,-122.3532491,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.456996,-122.3519118,"98166"
"53","King County, WA                                                                                     ","53033027900","279 (King, WA)                                                                                      ",47.4569995,-122.3545938,"98166"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4622569,-122.3201744,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.459796,-122.3307556,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4614331,-122.3268501,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.461536,-122.3304675,"98148"
"53","King County, WA                                                                                     ","53033028000","280 (King, WA)                                                                                      ",47.4605589,-122.3303475,"98148"
