"rt","serialno","division","sporder","puma","region","st","adjinc","pwgtp","agep","cit","citwp","cow","ddrs","dear","deye","dout","dphy","drat","dratx","drem","eng","fer","gcl","gcm","gcr","hins1","hins2","hins3","hins4","hins5","hins6","hins7","intp","jwmnp","jwrip","jwtr","lanx","mar","marhd","marhm","marht","marhw","marhyp","mig","mil","mlpa","mlpb","mlpcd","mlpe","mlpfg","mlph","mlpi","mlpj","mlpk","nwab","nwav","nwla","nwlk","nwre","oip","pap","relp","retp","sch","schg","schl","semp","sex","ssip","ssp","wagp","wkhp","wkl","wkw","wrk","yoep","anc","anc1p","anc2p","decade","dis","drivesp","esp","esr","fod1p","fod2p","hicov","hisp","indp","jwap","jwdp","lanp","migpuma","migsp","msp","naicsp","nativity","nop","oc","occp","paoc","pernp","pincp","pobp","povpip","powpuma","powsp","privcov","pubcov","qtrbir","rac1p","rac2p","rac3p","racaian","racasn","racblk","racnh","racnum","racpi","racsor","racwht","rc","sciengp","sciengrlp","sfn","sfr","socp","vps","waob","fagep","fancp","fcitp","fcitwp","fcowp","fddrsp","fdearp","fdeyep","fdisp","fdoutp","fdphyp","fdratp","fdratxp","fdremp","fengp","fesrp","fferp","ffodp","fgclp","fgcmp","fgcrp","fhicovp","fhins1p","fhins2p","fhins3c","fhins3p","fhins4c","fhins4p","fhins5c","fhins5p","fhins6p","fhins7p","fhisp","findp","fintp","fjwdp","fjwmnp","fjwrip","fjwtrp","flanp","flanxp","fmarp","fmarhdp","fmarhmp","fmarhtp","fmarhwp","fmarhyp","fmigp","fmigsp","fmilpp","fmilsp","foccp","foip","fpap","fpernp","fpincp","fpobp","fpowsp","fprivcovp","fpubcovp","fracp","frelp","fretp","fschgp","fschlp","fschp","fsemp","fsexp","fssip","fssp","fwagp","fwkhp","fwklp","fwkwp","fwrkp","fyoep","pwgtp1","pwgtp2","pwgtp3","pwgtp4","pwgtp5","pwgtp6","pwgtp7","pwgtp8","pwgtp9","pwgtp10","pwgtp11","pwgtp12","pwgtp13","pwgtp14","pwgtp15","pwgtp16","pwgtp17","pwgtp18","pwgtp19","pwgtp20","pwgtp21","pwgtp22","pwgtp23","pwgtp24","pwgtp25","pwgtp26","pwgtp27","pwgtp28","pwgtp29","pwgtp30","pwgtp31","pwgtp32","pwgtp33","pwgtp34","pwgtp35","pwgtp36","pwgtp37","pwgtp38","pwgtp39","pwgtp40","pwgtp41","pwgtp42","pwgtp43","pwgtp44","pwgtp45","pwgtp46","pwgtp47","pwgtp48","pwgtp49","pwgtp50","pwgtp51","pwgtp52","pwgtp53","pwgtp54","pwgtp55","pwgtp56","pwgtp57","pwgtp58","pwgtp59","pwgtp60","pwgtp61","pwgtp62","pwgtp63","pwgtp64","pwgtp65","pwgtp66","pwgtp67","pwgtp68","pwgtp69","pwgtp70","pwgtp71","pwgtp72","pwgtp73","pwgtp74","pwgtp75","pwgtp76","pwgtp77","pwgtp78","pwgtp79","pwgtp80"
"P","2014000261441","9","03","11612","4","53","1045195",40,23,1,,"1","2","1","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","1","2","1","3",0,0,"02",0,"1",,"16",0,"1",0,0,0,,"2",,"2",,"1","903","999",,"1",,,"3",,,"1","01","9090",,,,,,"6","8129    ","1",,"0","4350",,0,0,"054",391,,,"1","2","4","2","02","002","0","0","1","0","1","0","0","0","0",,,,,"392021",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36,70,56,27,35,22,68,12,63,61,12,12,12,42,65,9,61,50,44,43,51,66,62,37,33,37,50,14,70,59,13,8,15,51,68,11,47,56,40,32,39,12,12,34,48,40,17,59,11,36,76,59,76,39,13,67,43,46,42,28,63,13,17,55,38,42,12,82,12,40,55,62,65,43,10,47,32,26,44,37
"P","2014000261441","9","04","11612","4","53","1045195",39,23,1,,"9","2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","1","2","1","3",0,0,"02",0,"1",,"16",0,"1",0,0,0,,"3",,"2",,"1","903","999",,"2",,,"3",,,"1","01","9920",,,,,,"6","9920    ","1",,"0","9920",,0,0,"021",391,,,"1","2","4","2","02","002","0","0","1","0","1","0","0","0","0",,,,,"999920",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37,69,57,26,34,23,69,13,63,61,12,11,11,42,65,10,60,50,43,43,51,66,61,37,34,37,50,14,69,58,13,8,15,51,67,11,47,57,39,32,40,12,12,33,47,40,16,59,12,36,76,58,74,39,13,67,43,47,41,28,63,13,17,54,38,43,12,81,11,40,54,61,66,43,10,47,33,26,45,38
"P","2014000261441","9","05","11612","4","53","1045195",29,18,1,,"1","2","2","2","2","2",,,"2",,"2",,,,"1","2","2","2","2","2","2",0,5,1,"01","2","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"1",,"16",0,"2",0,0,8600,24,"1","1","1",,"1","903","999",,"2","1",,"1",,,"1","01","8680","131","085",,,,"6","722Z    ","1",,"0","5240","4",8600,8600,"021",391,"11600","053","1","2","3","2","02","002","0","0","1","0","1","0","0","0","0",,,,,"434051",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",32,50,33,32,39,22,44,9,43,35,11,8,11,35,48,8,29,39,27,53,25,72,68,28,24,22,45,5,38,27,4,9,16,19,31,9,21,28,42,21,21,5,10,22,23,55,10,48,6,26,67,46,33,40,10,37,39,31,23,25,37,11,7,33,33,30,6,53,8,32,75,55,54,29,10,42,31,42,19,46
"P","2014000261570","9","03","11613","4","53","1045195",13,20,1,,"9","2","2","2","2","2",,,"2",,"2",,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","1","2","1","3",0,0,"07",0,"1",,"14",0,"2",0,0,0,,"3",,"2",,"2","032","022",,"2",,,"3",,,"1","01","9920",,,,,,"6","9920    ","1",,"0","9920","4",0,0,"053",501,,,"1","2","4","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"999920",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",13,12,5,23,14,21,27,15,17,3,13,11,13,4,13,21,14,4,4,17,13,13,24,4,14,4,3,15,4,21,13,11,14,26,13,3,14,24,21,13,14,13,4,23,12,25,20,14,22,4,13,11,11,4,18,21,13,4,4,14,13,11,21,4,14,6,4,14,3,20,13,14,15,24,13,4,11,19,22,13
"P","2014000264521","9","03","11612","4","53","1045195",45,21,5,,"1","2","2","2","2","2",,,"2","1","2",,,,"2","2","2","1","2","2","2",0,,,,"1","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","2",0,0,"02",0,"2","15","20",0,"2",0,0,200,16,"1","6","2",2008,"2","799","706","7","2",,,"6",,,"1","01","4970",,,"2050",,,"6","4451    ","2",,"0","4030","4",200,200,"209",110,,,"2","1","2","6","43","005","0","1","0","0","1","0","0","0","0",,,,,"352021",,"4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",87,13,19,53,23,54,39,63,44,70,38,90,57,38,19,40,28,12,72,11,39,37,30,14,41,73,15,43,11,57,81,38,65,21,56,63,77,54,44,44,12,73,74,38,52,40,43,18,49,14,40,15,47,45,82,58,43,70,14,77,48,45,44,76,47,14,70,43,77,47,14,51,24,57,37,16,14,47,48,53
"P","2014000276204","9","03","11610","4","53","1045195",14,19,1,,,"2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","15","19",0,"1",0,0,0,,"3",,"2",,"2","765","703",,"2",,,"6",,,"1","01",,,,,,,"6",,"1",,"0",,,0,0,"053",410,,,"1","2","2","6","59","010","0","1","0","0","1","0","0","0","0",,,,,,,"1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6,18,25,15,5,11,11,16,3,15,6,21,15,18,13,12,11,31,20,16,13,4,15,25,19,24,24,4,17,5,8,12,5,14,5,22,22,11,14,13,14,26,14,6,14,5,7,21,13,22,14,15,25,12,23,5,5,17,14,26,28,10,4,12,24,15,13,13,23,14,17,4,13,4,15,10,18,5,4,4
"P","2014000276204","9","04","11610","4","53","1045195",9,17,1,,,"2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","14","15",0,"1",0,0,0,,"3",,"2",,"2","765","703",,"2",,"1","6",,,"1","01",,,,,,,"6",,"1","4","1",,,0,0,"053",410,,,"1","2","3","6","59","010","0","1","0","0","1","0","0","0","1",,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2,7,16,7,2,7,10,9,2,9,3,11,9,14,8,7,7,15,13,6,8,3,13,14,10,13,9,3,8,3,7,9,3,8,2,19,18,7,6,8,8,12,10,2,7,2,3,15,9,13,8,7,16,9,12,3,2,9,8,11,18,8,3,9,10,8,8,8,14,8,12,3,9,2,9,8,9,3,2,3
"P","2014000277033","9","01","11611","4","53","1045195",58,23,5,,"1","2","2","2","2","2",,,"2","3",,,,,"2","2","2","2","2","2","2",0,15,,"02","1","5",,,,,,"3","4",,,,,,,,,,"3","5","3","3","3",0,0,"00",0,"1",,"08",0,"1",0,0,15700,43,"1","3","1",2006,"1","210","999","7","2",,,"1",,,"2","02","8680","095","053","1200","11600","053","6","722Z    ","2",,"0","4140",,15700,15700,"303",96,"11600","053","2","2","4","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"359021",,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",92,17,50,89,88,64,64,49,46,77,19,54,111,17,63,21,55,101,53,95,20,85,72,16,15,69,60,52,50,45,107,59,17,94,65,88,57,21,60,86,19,93,46,18,22,58,61,66,56,54,89,53,15,78,60,94,51,19,65,22,103,15,57,75,90,90,63,47,58,51,14,56,114,22,68,20,56,105,57,21
"P","2014000277033","9","03","11611","4","53","1045195",44,22,5,,"1","2","2","2","2","2",,,"2","3","2",,,,"2","2","2","2","2","2","2",0,75,,"02","1","5",,,,,,"3","4",,,,,,,,,,"3","5","3","3","3",0,0,"13",0,"1",,"12",0,"2",0,0,8000,23,"1","3","1",2008,"1","210","999","7","2",,,"1",,,"2","02","8680","202","113","1200","11600","053","6","722Z    ","2",,"0","4020","4",8000,8000,"303",65,"11600","053","2","2","3","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"352010",,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",74,14,45,53,65,54,38,50,39,45,11,42,86,12,40,14,44,81,37,90,14,72,71,14,13,45,43,57,38,36,69,39,18,59,40,71,40,13,46,70,11,61,36,15,17,49,44,41,46,52,71,35,13,70,56,68,38,22,37,15,57,13,41,72,76,47,50,37,50,50,13,50,64,15,56,15,36,72,51,19
"P","2014000277522","9","03","11614","4","53","1045195",27,18,1,,,"2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","15","20",0,"1",0,0,0,,"3",,"2",,"1","032","999",,"2",,,"6",,,"1","01",,,,,,,"6",,"1",,"0",,,0,0,"053",501,,,"1","2","2","1","01","001","0","0","0","0","1","0","0","1","0",,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",8,23,26,32,38,24,8,30,10,8,46,29,48,26,25,51,29,54,9,40,54,30,27,24,7,21,47,33,44,54,7,29,8,27,24,8,27,9,43,26,8,22,27,29,45,20,9,27,9,12,42,27,57,28,25,50,30,40,11,24,43,23,27,29,9,26,50,32,48,44,7,32,9,26,25,9,30,9,48,22
"P","2014000279057","9","02","11605","4","53","1045195",43,21,1,,"1","2","2","2","2","2",,,"2",,"2",,,,"1","2","2","2","2","2","2",0,105,,"02","2","5",,,,,,"3","4",,,,,,,,,,"3","5","3","3","3",0,0,"12",0,"2","15","19",0,"2",0,0,7100,20,"1","4","1",,"1","051","999",,"2",,,"1",,,"1","01","8680","115","055",,"11600","053","6","722Z    ","1",,"0","4030","4",7100,7100,"053",58,"11600","053","1","2","3","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"352021",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",12,40,12,12,40,15,73,39,41,47,64,39,12,41,71,75,44,42,82,54,11,43,13,15,47,12,65,53,43,44,76,39,17,52,77,91,33,43,84,36,92,42,62,78,42,72,13,35,38,46,15,50,93,55,15,11,39,42,14,52,90,38,70,69,34,72,14,37,46,34,13,39,80,41,14,14,38,50,14,38
"P","2014000282612","9","02","11605","4","53","1045195",33,18,1,,"1","2","2","2","2","2",,,"2",,,,,,"2","2","2","2","2","2","2",0,20,,"10","2","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",3700,0,"07",0,"3","14","15",0,"1",0,0,1700,28,"1","6","1",,"1","917","999",,"2",,,"1",,,"2","01","4970","194","115",,,,"6","4451    ","1",,"0","5620",,1700,5400,"053",139,"11600","053","2","2","3","3","28","003","1","0","0","0","1","0","0","0","0",,,,,"435081",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",35,54,27,12,8,39,9,31,48,49,52,48,38,58,10,56,27,11,33,80,11,55,74,39,21,38,42,8,56,23,51,36,11,55,29,29,8,27,9,32,30,28,82,9,15,56,11,39,35,48,44,44,41,34,8,37,18,13,55,47,9,58,39,45,40,22,29,13,37,51,31,21,8,84,38,32,17,25,11,28
"P","2014000298916","9","03","11610","4","53","1045195",9,17,1,,,"2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"2","14","15",0,"1",0,0,0,,"3",,,,"4","999","999",,"2",,"1","6",,,"1","01",,,,,,,"6",,"1","4","1",,,0,0,"053",501,,,"1","2","2","6","57","009","0","1","0","0","1","0","0","0","1",,,,,,,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","1","1","1",,"1",,"1",,"1","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","1","1","1","1","1","0","1","1","0","0","1","1","1","1","1","0","1","1","1","0","1","0","0","0",3,12,10,11,9,8,18,9,13,3,4,7,9,8,16,7,2,9,2,6,15,3,13,3,10,8,2,10,2,13,13,10,9,8,2,11,18,8,11,8,15,2,10,3,8,9,2,10,3,15,14,7,11,9,2,9,17,8,13,8,3,15,10,18,6,9,14,9,15,2,2,9,10,8,15,10,3,11,3,11
"P","2014000310056","9","01","11604","4","53","1045195",17,19,1,,"1","2","2","2","2","2",,,"2",,"2",,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"17",0,"3","15","19",300,"2",0,0,1000,15,"1","6","2",,"2","706","032",,"2",,,"6",,,"1","01","8290",,,,,,"6","623M    ","1",,"0","4230",,1300,1300,"053",,,,"1","2","2","9","68","019","0","1","0","0","2","0","0","1","0",,,,,"372012",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31,3,17,17,31,3,17,17,3,16,17,3,16,16,17,2,30,33,33,17,3,31,17,17,2,30,17,18,30,16,17,33,16,16,16,31,3,2,3,15,2,30,17,17,3,31,17,17,32,17,16,33,18,16,17,32,3,3,2,16,32,2,16,17,32,3,16,17,3,17,17,2,16,17,17,3,32,33,31,17
"P","2014000315511","9","01","11604","4","53","1045195",14,23,1,,"1","2","2","2","2","2",,,"2",,"2",,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"3","4",,,,,,,,,,"2","5","2","2","3",0,0,"00",0,"3","16","21",0,"2",0,0,8200,35,"1","3","2",,"2","082","032",,"2",,,"6","3600",,"1","01","8070",,,,"11600","053","6","62132   ","1",,"0","3245","4",8200,8200,"053",67,,,"1","2","2","1","01","001","0","0","0","0","1","0","0","1","0","1","2",,,"29112X",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28,25,6,17,13,21,4,15,15,5,12,14,5,13,13,15,3,24,23,4,12,16,12,3,22,13,15,22,20,12,3,5,10,25,5,25,17,15,12,13,4,5,22,14,15,5,23,13,11,20,14,16,21,15,17,15,32,5,3,21,13,13,18,33,4,12,11,5,5,11,21,27,12,4,20,4,12,12,16,14
"P","2014000315511","9","02","11604","4","53","1045195",13,23,1,,"1","2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",1000,45,,"04","2","5",,,,,,"3","4",,,,,,,,,,"3","5","3","3","3",0,0,"13",0,"1",,"21",0,"1",0,0,64000,40,"1","1","1",,"2","142","022",,"2",,,"1","6207",,"1","01","5590","091","043",,"11600","053","6","454111  ","1",,"0","0800",,64000,65000,"041",501,"11600","053","1","2","2","1","01","001","0","0","0","0","1","0","0","1","0","2","2",,,"132011",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",30,20,4,14,13,21,3,11,14,3,12,12,5,11,13,13,3,22,21,5,12,17,10,4,26,15,16,24,19,13,3,4,12,23,4,21,17,14,12,14,4,5,21,10,12,4,25,14,10,20,13,15,20,14,15,12,24,4,4,20,15,12,16,25,5,14,13,3,4,14,23,23,12,4,21,3,11,15,13,12
"P","2014000317377","9","02","11613","4","53","1045195",13,17,1,,,"2","2","2","2","2",,,"1",,,,,,"1","1","2","2","2","2","1",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","14","15",0,"1",0,0,0,,"3",,"2",,"4","999","999",,"1",,"5","6",,,"1","01",,,,,,,"6",,"1","6","1",,,0,0,"053",234,,,"1","2","3","1","01","001","0","0","0","0","1","0","0","1","1",,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",14,12,14,15,23,12,13,4,3,22,22,5,17,17,4,4,9,13,21,16,13,10,10,12,21,10,11,4,4,21,21,4,12,22,4,4,13,11,22,12,14,17,13,14,4,11,11,24,20,4,4,23,12,4,22,24,11,13,4,13,13,12,10,10,4,12,10,23,21,3,4,24,15,4,22,18,10,15,4,15
"P","2014000318752","9","03","11613","4","53","1045195",15,20,4,2007,"1","2","2","2","2","2",,,"2","2","2",,,,"2","2","2","1","2","2","2",0,25,1,"01","1","5",,,,,,"1","4",,,,,,,,,,"2","1","2","2","2",0,0,"02",0,"2","15","20",0,"2",0,0,5000,8,"1","3","1",2002,"1","615","999","7","2","1",,"1",,,"1","01","5380","114","070","1350",,,"6","45211   ","2",,"0","4760","4",5000,5000,"210",159,"11600","053","2","1","1","6","38","004","0","1","0","0","1","0","0","0","0",,,,,"412031",,"4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",15,18,19,4,19,38,15,29,23,3,20,6,17,16,6,17,4,28,22,15,13,17,13,25,12,7,16,5,5,27,18,21,18,17,26,20,28,5,4,21,18,14,13,5,16,23,15,28,33,6,15,5,18,13,4,18,3,24,30,15,22,15,16,22,15,5,23,5,4,28,14,31,14,19,27,14,23,5,6,12
"P","2014000326184","9","04","11613","4","53","1045195",34,22,1,,"1","2","2","2","2","2",,,"2",,"2",,,,"1","2","2","2","2","2","2",0,10,1,"01","2","1","2","2","1","2",2010,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"1",,"16",0,"2",0,0,8000,25,"1","1","1",,"1","924","999",,"2","1",,"1",,,"1","01","4970","132","085",,,,"1","4451    ","1",,"0","4030","4",8000,8000,"053",403,"11600","053","1","2","2","9","68","016","0","0","1","0","2","0","0","1","0",,,"1","1","352021",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",38,14,40,13,10,29,37,41,55,11,40,42,27,11,40,40,36,67,46,10,33,46,10,48,46,34,32,9,12,62,35,31,36,58,33,44,32,12,35,11,39,63,11,69,46,36,28,10,10,57,27,36,36,65,28,41,35,11,44,61,41,9,58,13,10,39,38,52,43,11,29,25,35,10,35,40,41,48,36,62
"P","2014000326184","9","05","11613","4","53","1045195",50,17,1,,,"2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","13","13",0,"1",0,0,0,,"3",,"2",,"1","924","999",,"2",,"1","6",,,"1","01",,,,,,,"6",,"1","1","1",,,0,0,"053",403,,,"1","2","4","9","68","016","0","0","1","0","2","0","0","1","1",,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53,16,74,14,8,63,50,77,89,22,48,68,65,19,56,51,50,79,35,22,77,101,16,66,100,53,52,17,13,83,48,63,45,59,47,54,46,17,62,24,48,129,21,87,64,45,42,11,23,76,49,82,79,48,32,68,44,17,63,66,71,11,65,19,22,60,58,100,78,13,78,39,41,25,61,49,54,64,43,67
"P","2014000328496","9","01","11611","4","53","1045195",18,23,1,,"1","2","2","2","2","2",,,"2",,"1",,,,"1","2","2","2","2","2","2",0,,,,"2","1","2","2","1","2",2008,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"00",0,"1",,"16",0,"2",0,0,0,,"2",,"2",,"1","022","999",,"2",,,"6",,,"1","01","8680",,,,,,"1","722Z    ","1",,"0","4030","1",0,0,"041",173,,,"1","2","1","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"352021",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6,17,5,6,5,7,16,18,4,4,17,4,6,17,14,19,18,6,21,31,17,29,16,14,18,22,31,29,17,19,25,17,21,32,33,25,31,19,28,18,33,17,34,25,30,24,18,21,28,31,21,27,40,17,18,16,16,34,19,6,15,4,17,21,19,22,6,5,20,15,4,17,19,4,5,5,7,19,7,23
"P","2014000331217","9","03","11612","4","53","1045195",35,18,1,,,"2","2","2","2","2",,,"2",,"2",,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","14","15",0,"2",0,0,0,,"3",,"2",,"2","021","730",,"2",,,"6",,,"1","01",,,,,,,"6",,"1",,"0",,"4",0,0,"012",339,,,"1","2","4","1","01","001","0","0","0","0","1","0","0","1","0",,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11,43,50,35,13,29,35,34,11,39,9,55,43,52,31,38,34,55,69,40,51,60,44,9,33,11,15,55,38,57,40,36,57,36,55,10,8,27,29,55,59,38,10,41,56,36,37,33,49,38,54,9,34,11,37,55,39,14,13,29,34,9,37,57,41,51,49,17,44,10,38,36,10,34,12,40,48,31,30,11
