"zcta","trct"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98118","53033011700"
"98118","53033011700"
"98118","53033011700"
"98118","53033011700"
"98118","53033011700"
"98118","53033011700"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011900"
"98118","53033011900"
"98118","53033011900"
"98118","53033011900"
"98178","53033011900"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98040","53033024602"
"98056","53033025301"
"98056","53033025301"
"98178","53033026300"
"98178","53033026300"
"98178","53033026300"
"98178","53033026300"
"98178","53033026300"
"98178","53033026300"
"98168","53033026300"
"98168","53033026300"
"98178","53033026300"
"98178","53033026300"
"98178","53033026300"
"98178","53033026300"
"98178","53033026300"
"98168","53033026300"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033011200"
"98108","53033026300"
"98108","53033026300"
"98108","53033026300"
"98108","53033026300"
"98168","53033026300"
"98108","53033026300"
"98108","53033026300"
"98108","53033026300"
"98108","53033026300"
"98168","53033026300"
"98168","53033026300"
"98168","53033026300"
"98108","53033026300"
"98168","53033026300"
"98168","53033026300"
"98168","53033026300"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98108","53033026400"
"98168","53033026400"
"98108","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98108","53033026400"
"98168","53033026400"
"98108","53033026400"
"98108","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033026400"
"98168","53033027000"
"98168","53033027000"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98057","53033025701"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98168","53033026200"
"98057","53033026200"
"98188","53033028100"
"98188","53033028100"
"98188","53033028100"
"98188","53033028100"
"98188","53033028100"
"98188","53033028100"
"98188","53033028100"
"98188","53033028100"
"98188","53033028100"
"98188","53033028100"
"98188","53033028200"
"98168","53033028200"
"98188","53033028200"
"98168","53033028200"
"98188","53033028200"
"98188","53033028200"
"98188","53033028200"
"98188","53033028200"
"98188","53033028200"
"98168","53033028200"
"98188","53033028402"
"98188","53033028402"
"98188","53033028402"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98118","53033011800"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98118","53033011900"
"98118","53033011900"
"98118","53033011900"
"98118","53033011900"
"98178","53033011900"
"98118","53033011900"
"98178","53033011900"
"98118","53033011900"
"98118","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98118","53033011900"
"98178","53033011900"
"98118","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033026001"
"98178","53033026001"
"98178","53033026002"
"98057","53033026002"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98057","53033026200"
"98032","53033029206"
"98032","53033029206"
"98032","53033029206"
"98032","53033029206"
"98032","53033029206"
"98118","53033011700"
"98178","53033011700"
"98178","53033011700"
"98118","53033011700"
"98178","53033011700"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98057","53033026002"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98057","53033026100"
"98178","53033026100"
"98057","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98057","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98188","53033026200"
"98188","53033026200"
"98168","53033026200"
"98188","53033026200"
"98168","53033026200"
"98168","53033026200"
"98168","53033026200"
"98168","53033026200"
"98168","53033026200"
"98168","53033026200"
"98168","53033026200"
"98168","53033026200"
"98168","53033026200"
"98168","53033026200"
"98178","53033026200"
"98168","53033026200"
"98178","53033026300"
"98178","53033026300"
"98032","53033029206"
"98032","53033029206"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025301"
"98056","53033025301"
"98056","53033025301"
"98056","53033025301"
"98056","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98056","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98056","53033025301"
"98056","53033025301"
"98057","53033025301"
"98056","53033025301"
"98056","53033025301"
"98056","53033025302"
"98056","53033025302"
"98056","53033025302"
"98057","53033025302"
"98057","53033025302"
"98056","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98178","53033025302"
"98178","53033025302"
"98178","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033011900"
"98057","53033025302"
"98178","53033025302"
"98178","53033025302"
"98057","53033025302"
"98057","53033025302"
"98055","53033025805"
"98055","53033025805"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98057","53033026002"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98057","53033026002"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98057","53033026002"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98178","53033026002"
"98178","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98178","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98178","53033026002"
"98178","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98057","53033026002"
"98178","53033026002"
"98057","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98057","53033026002"
"98057","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98057","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026002"
"98118","53033011800"
"98118","53033011800"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98118","53033011900"
"98118","53033011900"
"98178","53033011900"
"98178","53033011900"
"98118","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98178","53033011900"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98057","53033026002"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98032","53033029206"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98032","53033029206"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98059","53033025102"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98059","53033025102"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026001"
"98178","53033026002"
"98057","53033026002"
"98057","53033026002"
"98178","53033026002"
"98178","53033026002"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98178","53033026100"
"98059","53033025601"
"98059","53033025601"
"98059","53033025601"
"98059","53033025601"
"98059","53033025601"
"98059","53033025601"
"98059","53033025601"
"98059","53033025601"
"98059","53033025601"
"98059","53033025601"
"98059","53033025601"
"98059","53033025601"
"98059","53033025601"
"98059","53033025601"
"98059","53033025601"
"98059","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98056","53033025200"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98014","53033032500"
"98059","53033025602"
"98059","53033025602"
"98059","53033025602"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98059","53033025601"
"98056","53033025601"
"98056","53033025601"
"98058","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98059","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98058","53033025601"
"98056","53033025601"
"98056","53033025601"
"98058","53033025602"
"98059","53033025602"
"98058","53033025602"
"98058","53033025602"
"98058","53033025602"
"98058","53033025602"
"98058","53033025602"
"98058","53033025602"
"98058","53033025602"
"98057","53033025701"
"98058","53033025701"
"98058","53033025701"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025702"
"98058","53033025804"
"98058","53033025804"
"98058","53033025804"
"98058","53033025804"
"98058","53033025804"
"98058","53033025804"
"98058","53033025804"
"98058","53033025804"
"98058","53033025804"
"98058","53033025804"
"98058","53033025804"
"98058","53033025804"
"98058","53033025804"
"98058","53033025804"
"98058","53033025804"
"98058","53033025804"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98056","53033025601"
"98057","53033025701"
"98055","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98055","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98055","53033025701"
"98058","53033025701"
"98055","53033025701"
"98057","53033025701"
"98055","53033025701"
"98057","53033025701"
"98057","53033025701"
"98055","53033025701"
"98057","53033025701"
"98058","53033025803"
"98058","53033025804"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98055","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98055","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98057","53033025701"
"98055","53033025701"
"98057","53033025701"
"98055","53033025701"
"98055","53033025701"
"98055","53033025701"
"98057","53033025701"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025805"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98055","53033025806"
"98059","53033025101"
"98059","53033025101"
"98059","53033025101"
"98059","53033025101"
"98059","53033025101"
"98059","53033025101"
"98059","53033025101"
"98059","53033025101"
"98059","53033025101"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98059","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025200"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98027","53033025006"
"98027","53033025006"
"98027","53033025006"
"98059","53033025101"
"98059","53033025101"
"98059","53033025101"
"98059","53033025101"
"98059","53033025101"
"98059","53033025101"
"98059","53033025101"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98059","53033025102"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025301"
"98057","53033025302"
"98057","53033025302"
"98056","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98057","53033025302"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025400"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98056","53033025500"
"98006","53033023900"
"98006","53033023900"
"98006","53033023900"
"98006","53033023900"
"98040","53033024601"
"98040","53033024601"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98006","53033024702"
"98006","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
"98056","53033024702"
